-1.224744871,-1.722454884,1.485075739,1.481800401,-0.855824728,-0.697137113,-1.141812691,0.817863281,-0.248435893,0.235140753,-0.088962483,-0.881322315,-1.370073456,1.278145735,1.724407047,-0.177786979,-0.66661988,1.241624594,1.028783313,1.280962014,1
-1.224744871,-1.703209578,-0.137922801,-0.146779196,-0.486772262,-0.66901696,1.189807142,1.507140867,-0.192167631,1.136146606,-0.704890934,0.404432718,1.647176246,1.434868379,1.196703463,1.261629074,-0.530849035,-0.497222261,-0.213299134,0.042372436,0
-1.224744871,-1.683964272,-0.439428458,-0.439481957,0.06015129,0.016880648,0.412052983,0.366124233,0.852547713,-1.053719454,1.093665744,0.62086991,1.050438921,0.498581059,0.757250247,1.471629073,-0.639428296,-0.864342457,-0.742664245,-0.464641763,0
-1.224744871,-1.664718966,-1.376020501,-1.372025542,-1.047421621,-0.271130125,0.838839115,-0.031481669,-1.712719846,-0.374001675,-1.697998982,-0.099231884,0.338901677,0.906081406,-0.475413147,1.430213109,1.656041633,1.198688606,0.690796935,-0.083236507,0
-1.224744871,-1.64547366,0.048112605,0.045391652,-1.517371235,0.47005879,1.194891024,-0.202405462,-1.067156948,-0.043408594,-0.490345804,0.178151332,0.844331506,-0.649993355,0.52083699,0.077307785,-1.581125261,-0.427607668,-0.761848885,-1.273572497,0
-1.224744871,-1.626228355,0.4586735,0.446656686,-0.680914178,1.085075879,-0.960581153,1.633117725,0.379990588,0.511805412,0.824243825,-0.204947865,-1.606327058,0.401170108,-1.671944661,1.497765192,-0.591111183,1.573679303,-1.263181836,-0.710716709,0
-1.224744871,-1.606983049,0.169997871,0.16885755,-1.199603564,0.534403686,-1.246384009,1.028234757,-0.326308231,0.563190891,-1.561432462,0.271591513,-0.813992633,1.590274986,0.686781644,-0.112874488,0.47507328,-1.693988841,-1.221798718,-0.991209523,0
-1.224744871,-1.587737743,1.382435515,1.38100866,1.495138718,1.442647578,-0.349652468,-1.699563576,1.198988707,0.636420049,-0.355996947,1.339312531,0.077698194,0.674441646,1.339744261,-0.305772561,-0.065259416,1.478106962,-1.640597534,-1.410520149,0
-1.224744871,-1.568492437,-0.509993612,-0.509690434,1.690080498,-0.737895576,0.220490804,-0.33683391,-0.41257215,-0.0723545,-1.524224218,-0.91301979,-0.725267712,-0.374720055,-0.849024276,-0.039987795,-1.546000344,1.255196095,-0.294333278,-0.044659264,0
-1.224744871,-1.549247131,-0.291883137,-0.298507245,1.057000151,-1.165928711,1.254164854,1.551301205,0.161061435,-0.256146279,-0.28747806,1.543131003,-0.604433709,0.576615104,-0.435493415,-1.384409705,-0.993071317,-0.960625258,-1.706919298,-0.277040483,0
-1.224744871,-1.530001825,-0.721689074,-0.715056982,-0.264991751,-0.589889848,-0.146117003,1.143057179,-0.007937297,-1.180132168,1.632332861,-0.026907189,-1.439162506,1.642629,1.478026852,-0.708455863,1.054081839,1.285049238,0.160305964,1.332834708,0
-1.224744871,-1.510756519,-0.266223081,-0.260451382,1.39610792,-1.131917145,1.00847164,-0.082225861,0.627263401,1.405785257,1.137838838,-1.442316708,0.071255607,-1.479214169,1.553128903,1.730880675,0.791647892,-0.742192016,-1.001597991,1.155235321,0
-1.224744871,-1.491511213,1.645451089,1.651837529,1.239275684,0.397789408,0.400315351,-0.509881862,1.156400486,-1.40306588,-0.93263463,1.575077873,0.267250824,0.981760437,0.105670386,-1.125026469,0.154206355,-1.450904401,0.807138022,0.108565706,1
-1.224744871,-1.472265907,-1.683941173,-1.685545571,0.427354719,0.065864923,-0.85093635,-0.460752447,-1.538962537,0.063835035,-0.446259337,1.225061682,-0.529476746,1.549166158,0.337363557,-0.246423305,-0.341498748,1.110401069,0.344908757,-1.261804342,0
-1.224744871,-1.453020601,-1.036024759,-1.035339418,1.620783177,1.164847202,0.381119973,-0.884423483,0.998165696,-0.499090949,-1.299377346,0.034610367,-0.332404879,1.266097073,-0.001446465,0.310738495,-1.680021699,1.363078439,0.215133572,-1.633176537,0
-1.224744871,-1.433775295,-0.657538934,-0.655397446,1.417129457,0.758499037,-0.231614235,1.722990804,-0.930508917,0.940658671,0.322341419,-1.354259314,-0.986180395,-1.55227498,-0.715316218,0.872594057,1.463805553,0.369191246,-0.629825446,0.75787483,0
-1.224744871,-1.414529989,0.676783976,0.681359334,0.70241103,1.646952493,1.675510158,-1.624396749,1.519801269,0.84800752,0.873933359,-0.303386347,0.300048823,1.529446389,-0.874939699,0.174127473,-0.935559853,0.663442601,1.729618504,0.509243999,0
-1.224744871,-1.395284683,1.010364704,1.009630556,1.018340051,-0.240547424,1.444337369,1.378700262,0.795590253,0.208315122,0.550636066,1.160870051,0.501195341,-0.193294019,1.109343743,1.309789508,-0.905898196,-0.299801279,-0.420183545,1.638217965,0
